Timestamp,Open,High,Low,Close,Volume_BTC,Volume_Currency,Weighted_Price
1382785200,184.78,184.78,183.62,184.0,202.47576819,37268.4341558221,184.063675811567
1382788800,184.0,184.0,182.83,183.97,180.72398279,33168.151937424,183.529332551093
1382792400,183.96,183.99,182.41,183.49,198.89663222,36387.78292651,182.948210436572
1382796000,183.49,183.87,180.98,181.98,478.0181265,86836.5815682751,181.659599823303
1382799600,181.98,183.99,180.48,180.48,980.06854734,178361.8701323329,181.989178834913
1382803200,180.48,181.0,179.21,179.24,580.08647114,104241.3266606276,179.6996341869
1382806800,179.24,180.99,179.14,180.0,588.52807285,105754.3486138351,179.692955174951
1382810400,180.0,181.01,179.4,181.01,260.51397952,47018.2845235307,180.482769524163
1382814000,181.01,181.22,180.28,181.0,186.88995662,33794.5432095,180.825892523555
1382817600,181.0,181.0,178.82,179.21,291.41172618,52288.0336913429,179.430094927084
1382821200,179.03,180.49,178.62,180.49,154.27251691,27712.5874449337,179.633987958469
1382824800,180.35,180.45,179.15,179.98,253.80061968,45593.8025471372,179.644173464286
1382828400,180.09,180.49,179.14,179.56,220.25411139,39607.1576840776,179.824827941331
1382832000,180.39,180.49,179.5,179.6,251.52978929,45347.6896908312,180.287550905344
1382835600,179.61,181.99,179.5,181.05,450.71557521,81571.6425928017,180.982524410867
1382839200,181.05,181.99,180.68,181.94,165.23055159,29975.3131725166,181.415076594895
1382842800,181.94,181.99,181.06,181.98,85.5716787,15567.4569901165,181.923005679173
1382846400,181.97,181.97,181.08,181.91,127.9583347,23264.6794491519,181.814490659762
1382850000,181.91,182.3,181.65,182.3,194.68912483,35428.9918585637,181.977251628717
1382853600,182.29,182.44,181.73,182.44,52.70383792,9612.7831780779,182.392470025984
1382857200,182.45,182.46,182.01,182.01,14.2636643,2601.0986385501,182.358374667448
1382860800,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1382864400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1382868000,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
1382871600,182.45,182.7,182.45,182.7,33.0,6023.9844879884,182.544984484497
1382875200,182.0,184.76,182.0,184.76,301.95257274,55388.4065589096,183.434126943513
1382878800,184.77,184.82,181.75,182.97,306.85055786,56276.4589599055,183.400217201435
1382882400,182.02,184.49,182.0,184.0,174.68798998,31967.6530191538,182.998573758927
1382886000,184.0,184.69,182.96,184.2,214.12314246,39387.7418124132,183.949018120595
1382889600,184.3,188.09,184.21,186.5,1195.5667667,222356.8886619402,185.984501121329
1382893200,186.5,189.24,186.48,189.06,762.78184427,143866.5640093457,188.607745569809
1382896800,188.79,193.11,188.45,189.85,2451.02292149,466340.9037631747,190.263787284242
1382900400,190.1,193.8,189.88,193.79,1351.95099931,260553.791274392,192.724286166711
1382904000,193.79,194.72,192.61,192.63,697.23786154,135182.9896508947,193.883604301571
1382907600,192.63,193.49,192.27,192.46,238.24090807,45875.1771207086,192.557934287379
1382911200,192.36,194.99,192.25,193.29,611.67535869,118666.8920498138,194.00306120547
1382914800,193.08,195.0,193.06,194.0,413.81235443,80385.6557615205,194.256297331303
1382918400,194.99,195.5,194.0,194.0,367.9575668,71748.4935138595,194.991216345492
1382922000,194.0,194.0,191.39,192.11,575.79437577,110883.1509761175,192.574216842315
1382925600,192.88,194.17,192.8,193.2,129.02144908,24998.2598284526,193.752744266206
1382929200,193.98,194.0,193.22,193.4,284.95252648,55138.5512395482,193.50083300075
1382932800,193.4,193.98,193.22,193.97,72.84004131,14093.0199238264,193.479021570676
1382936400,193.99,195.1,193.38,194.66,350.66039263,68121.0032986911,194.26489198787
1382940000,194.66,195.0,194.01,194.01,289.72292562,56356.6652202313,194.519177588827
1382943600,194.04,195.0,190.8,194.28,806.08853556,155346.0892437734,192.715914432219
1382947200,194.24,194.39,193.0,194.39,377.7000222,73274.4844675781,194.001800796235
1382950800,194.39,194.98,194.0,194.07,201.36165103,39184.3530771417,194.596900038845
1382954400,194.04,195.76,193.65,193.91,752.73981852,146742.9580075139,194.945124991571
1382958000,193.66,195.0,192.99,194.11,374.11885297,72601.816654835,194.060834086479
1382961600,194.03,195.1,194.02,194.13,346.24196684,67374.4714327217,194.5878255245
1382965200,194.13,195.63,194.0,195.4,764.47691951,148612.977411889,194.398252738806
1382968800,195.39,195.7,194.41,195.7,551.16451604,107737.4003694516,195.47230860129
1382972400,195.7,195.75,194.78,195.68,857.21677962,167620.6545036531,195.540566270715
1382976000,195.03,196.0,195.0,195.99,670.14142807,131133.5047001291,195.680343293791
1382979600,195.99,196.38,194.83,196.38,326.0303762,63910.7980983583,196.027127420645
1382983200,196.38,197.5,196.38,197.0,687.7650258,135461.4397008671,196.958895290292
1382986800,197.0,197.5,196.5,196.99,726.31294709,142969.3034528512,196.842564937969
1382990400,196.99,196.99,193.14,194.0,1494.91935693,291368.8973079087,194.906097079558
1382994000,194.06,195.66,193.16,194.49,693.85552052,134598.9621216174,193.987016231771
1382997600,194.47,196.5,194.0,196.16,394.77735761,77345.6648378892,195.9222416051
1383001200,196.47,196.62,195.24,196.62,152.80420751,29988.5023623438,196.254428140542
1383004800,196.62,196.98,195.55,196.98,190.14072509,37374.8720163106,196.564265749065
1383008400,196.98,197.0,196.0,197.0,456.84706505,89867.4991527946,196.712436234999
1383012000,197.0,198.01,195.32,196.69,683.67588444,134757.0866765997,197.106684239681
1383015600,197.25,197.34,196.2,196.9,156.45699003,30786.5787443093,196.773431077807
1383019200,197.19,198.28,196.53,197.12,376.92560527,74406.9291852197,197.404814490967
1383022800,197.9,197.94,196.56,196.76,41.60141062,8198.0340396382,197.061443769817
1383026400,196.75,198.06,196.51,196.81,140.49032408,27717.4615552199,197.290893424352
1383030000,197.88,198.22,195.9,196.8,461.89527751,90750.4551330874,196.474091751507
1383033600,196.2,196.95,195.9,196.8,164.16671214,32238.195691528,196.374741695719
1383037200,196.94,197.8,196.2,197.8,403.63456216,79626.5385004593,197.273836200616
1383040800,197.0,197.8,196.44,197.79,320.39768626,63351.8178550574,197.728699587574
1383044400,197.79,198.35,197.36,198.0,205.17001252,40631.2656255542,198.037057786861
1383048000,197.61,198.41,197.61,198.41,621.93032418,123179.7842772532,198.060424919243
1383051600,198.41,198.49,197.37,198.1,220.70785126,43761.1072633618,198.276169214343
1383055200,198.1,198.34,196.23,198.3,791.01619018,155958.1081999294,197.161714432723
1383058800,198.23,203.0,196.89,201.0,3796.37685087,758930.0506959122,199.909039726125
1383062400,201.0,201.4,200.07,201.19,815.67010746,163727.8470362063,200.728021707275
1383066000,201.19,202.09,199.99,200.4,919.24846213,184588.5676200294,200.803781811413
1383069600,200.3,201.8,200.02,201.69,525.09700528,105548.490391463,201.007603033616
1383073200,201.69,202.75,200.6,201.0,305.68292029,61637.4598473539,201.638546860514
1383076800,202.41,202.72,201.0,201.01,473.5196678,95251.9717403422,201.15737152564
1383080400,201.01,202.0,200.6,201.99,1414.85787933,285173.5123321426,201.556295157493
1383084000,201.06,203.86,200.91,203.86,1102.09083478,223198.5803101337,202.522853168168
1383087600,203.82,205.0,202.47,204.69,2156.90614201,441112.4394021498,204.511652505696
1383091200,204.0,205.0,202.05,203.04,702.18588657,143230.6317493015,203.978226405186
1383094800,203.04,204.21,202.55,204.2,161.52080063,32889.1570886031,203.621805738464
1383098400,204.22,204.66,203.0,204.46,140.98486155,28736.4147943033,203.826244026292
1383102000,203.14,204.6,203.12,203.59,187.74590146,38317.2767084757,204.091148784089
1383105600,204.54,204.54,199.62,200.0,2996.72757586,601856.7766267436,200.838001250088
1383109200,200.0,200.59,197.0,197.79,1694.74712552,338206.2494831865,199.561482884601
1383112800,198.51,200.59,197.55,200.57,1632.45315879,326829.1955631751,200.207395724252
1383116400,200.57,200.59,200.01,200.57,727.72857867,145891.5172541231,200.475179249872
1383120000,200.56,200.59,199.37,200.55,661.97650925,132596.4925567981,200.303924238983
1383123600,200.54,202.98,200.5,202.9,1764.56138335,354871.7988764771,201.110486846741
1383127200,202.85,203.0,201.98,202.99,550.00674749,111530.9726176723,202.781098825883
1383130800,203.0,206.0,202.39,206.0,2166.94235025,441680.319688923,203.826520644615
1383134400,205.99,206.0,204.0,205.98,767.80683434,157742.2219821921,205.44519132574
1383138000,205.98,206.0,205.0,205.03,404.91678925,83271.4434597582,205.650755094636
1383141600,205.75,205.75,201.45,202.76,959.7787372,194974.619424773,203.145383271961
1383145200,202.76,204.99,201.98,202.65,846.57541108,172058.5683845514,203.240687282721
1383148800,204.85,205.01,202.66,205.0,760.39143088,155444.7899693787,204.427329999606
1383152400,205.0,205.0,202.55,202.71,379.06231416,77111.2744071874,203.426380113955
1383156000,202.72,203.7,201.45,201.6,718.61368601,145569.8148273375,202.570334605778
1383159600,201.45,201.69,198.11,199.67,2637.79420548,527481.7774064344,199.970784798372
1383163200,200.89,201.54,199.44,201.5,397.21041269,79544.4092738138,200.257613427404
1383166800,201.5,201.55,199.65,201.39,667.14679691,133682.7523480704,200.37981590745
1383170400,201.54,201.55,195.0,196.15,2845.28627104,560506.894709169,196.99490361098
1383174000,196.15,199.0,195.0,197.54,721.98430158,141541.6375521316,196.045311847335
1383177600,197.58,200.11,197.3,200.11,493.50527046,97892.5258365085,198.361662369405
1383181200,199.99,200.27,197.44,200.27,419.28342912,83471.4655923343,199.081241458852
1383184800,200.27,200.84,199.04,200.84,243.49906327,48596.7960020659,199.576932040105
1383188400,200.83,201.0,200.0,200.01,161.88633735,32409.6393795181,200.199966903001
1383192000,200.89,201.0,199.85,199.85,74.20409944,14869.6516862592,200.388547243034
1383195600,199.85,200.15,198.9,200.14,357.32745963,71198.1072648489,199.251709730263
1383199200,200.14,200.15,198.91,199.28,90.96391036,18169.5228383747,199.744302619212
1383202800,199.98,200.0,199.01,199.9,144.46793143,28871.8589445206,199.849604398261
1383206400,199.9,199.9,195.1,199.61,938.71381069,185961.5147458584,198.102459586876
1383210000,198.76,199.95,196.07,198.0,983.7631924,194886.3407250764,198.102899387432
1383213600,198.0,200.0,197.1,198.99,311.73173262,61889.3324878451,198.533950867581
1383217200,198.99,200.43,198.42,200.32,451.60754821,90189.5378704299,199.707773326435
1383220800,199.9,200.5,199.08,200.26,515.8139664,103083.728840972,199.846719080563
1383224400,200.23,200.55,197.99,198.0,916.41014913,181919.7336569538,198.513442730485
1383228000,197.99,199.97,197.99,199.89,941.03314359,186667.2708217996,198.36418312502
1383231600,199.89,201.44,198.7,200.33,951.01571609,190573.2255754977,200.389144313008
1383235200,200.32,201.7,199.26,201.7,703.92863393,141446.6999847151,200.938977570816
1383238800,201.7,202.49,201.5,202.48,872.43450324,176236.5732387675,202.005505954051
1383242400,202.48,202.97,201.59,202.79,461.43735555,93437.5306351702,202.492341617638
1383246000,202.16,203.75,202.06,203.74,1168.35463095,237356.2351061822,203.154272528698
1383249600,203.7,203.75,202.0,202.26,367.16745259,74430.6642330112,202.71585541686
1383253200,202.8,203.49,202.26,202.3,907.44038137,183900.1588698847,202.65811688063
1383256800,202.3,203.49,201.77,203.49,1101.7597954,223073.2422125825,202.469942308609
1383260400,203.49,203.55,201.93,203.54,163.74123333,33283.1611554273,203.266828266459
1383264000,203.54,203.54,201.9,201.95,215.76437059,43669.6543077943,202.39511365283
1383267600,201.91,203.29,201.76,203.25,188.79616425,38181.0243453496,202.234110512918
1383271200,203.25,203.48,201.76,203.23,189.62097255,38447.872766043,202.761710632535
1383274800,203.22,203.38,201.76,203.27,61.98478041,12569.9197983572,202.790422345826
1383278400,203.1,203.27,201.5,202.5,148.7399402,30053.1481342941,202.051635182075
1383282000,202.4,202.73,201.01,202.47,104.75060122,21148.2746712122,201.891678185178
1383285600,202.47,203.09,200.23,202.43,245.52819153,49534.6686728485,201.747377212266
1383289200,202.4,203.38,201.3,203.37,129.76769127,26339.613039137,202.975122554456
1383292800,203.0,203.38,202.05,202.37,166.20068098,33720.5861903942,202.890782345543
1383296400,203.36,203.37,202.0,202.37,272.86641101,55405.5761069199,203.050188192234
1383300000,202.37,203.07,201.47,202.9,187.15079042,37791.4160439415,201.930304216887
1383303600,202.9,203.12,201.62,202.45,293.91956012,59575.6622526085,202.693765016133
1383307200,202.45,203.09,201.72,201.9,66.96401257,13570.5877293825,202.654936712412
1383310800,201.78,202.95,201.69,202.8,204.16137234,41279.2100613718,202.189129061238
1383314400,202.88,202.89,201.82,202.8,147.56146275,29886.9215712966,202.538799862206
1383318000,202.8,202.9,201.8,202.9,158.14992711,32030.2331275403,202.530811824288
1383321600,202.8,203.3,201.93,202.81,672.28865637,136337.686896893,202.796351842442
1383325200,201.93,203.26,201.93,203.25,167.03821298,33794.4649017457,202.315771336658
1383328800,203.25,203.26,202.21,203.23,150.87255709,30590.7686963505,202.75899929304
1383332400,203.23,203.27,202.23,203.1,82.84681705,16786.8513423445,202.625181510754
1383336000,203.1,203.26,201.14,202.98,229.25035033,46332.7398093689,202.105426415594
1383339600,202.97,203.37,202.13,203.37,648.93683974,131825.0951488564,203.140100971418
1383343200,203.37,203.37,202.24,203.0,72.62220339,14738.2154002232,202.94365513912
1383346800,203.0,203.37,202.14,202.15,157.02643544,31891.7026778759,203.097666889737
1383350400,202.14,203.28,201.2,201.95,297.28275882,60048.1753897047,201.990104061376
1383354000,201.96,203.2,201.95,203.2,91.69331718,18626.7859658392,203.142241318128
1383357600,203.2,203.37,202.02,203.37,50.6177781,10271.0488853519,202.913862893399
1383361200,203.37,203.38,202.31,203.3,89.95058525,18289.7922433528,203.331553569328
1383364800,203.3,204.98,202.66,203.74,1771.38958881,361839.1267061753,204.268518338337
1383368400,204.45,204.87,203.74,204.5,80.6564564,16495.2435070578,204.512375615076
1383372000,204.5,204.5,203.81,204.5,55.51283009,11351.0168486738,204.47555691668
1383375600,204.5,204.88,203.74,204.4,131.44108141,26860.4422557475,204.353478894187
1383379200,204.4,204.4,203.81,204.29,49.83444431,10178.543582605,204.247157233025
1383382800,204.29,204.5,203.81,204.49,129.33321547,26437.8591299359,204.416622859488
1383386400,203.93,205.0,203.14,204.88,925.24412135,189194.0251858423,204.480115917726
1383390000,204.87,204.93,203.14,204.9,188.43857281,38560.5539851958,204.631957301417
1383393600,204.93,205.0,203.33,203.5,570.44640549,116683.219593047,204.547208063865
1383397200,203.5,205.0,203.32,204.99,283.59189795,58062.231686239,204.73868296645
1383400800,204.98,205.15,202.68,204.1,420.68294278,85654.279042631,203.60768249029
1383404400,204.1,204.6,203.16,204.0,174.3682616,35581.8329074979,204.061407626592
1383408000,204.0,204.69,203.19,204.65,212.61034354,43380.8438851659,204.039197542637
1383411600,204.64,204.65,203.45,204.22,120.8560962,24631.5880454289,203.809231142689
1383415200,204.22,204.68,203.53,204.66,159.34914011,32551.6913550808,204.279052479418
1383418800,204.68,204.98,203.57,204.7,310.68494091,63655.9254580449,204.888995493621
1383422400,204.98,204.98,203.73,203.78,84.11619326,17200.1640834294,204.481009147244
1383426000,204.75,204.94,203.7,204.52,237.13832886,48543.4042945522,204.705011323627
1383429600,204.92,204.93,203.8,204.5,59.8232534,12242.4014528288,204.642856365094
1383433200,204.38,204.9,204.3,204.86,105.0357053,21511.8124253543,204.804760094797
1383436800,204.86,204.87,203.72,204.86,209.89268467,42943.9853960211,204.599724204486
1383440400,204.07,204.88,203.64,204.86,692.40783867,141673.3013202485,204.609615038991
1383444000,204.86,204.86,203.51,204.7,134.43767862,27449.0282528611,204.176600895112
1383447600,204.69,204.88,203.53,204.88,429.92300046,87992.3714760472,204.670072040572
1383451200,204.88,204.88,203.56,204.85,55.15816864,11285.2257647203,204.597542720742
1383454800,203.92,204.87,203.8,204.86,8.62735843,1763.0148744744,204.351643527856
1383458400,204.87,204.88,203.92,203.94,35.51757917,7265.602690858,204.56356713058
1383462000,204.87,204.87,203.8,204.79,18.66673119,3820.2236839968,204.654132805177
1383465600,204.0,204.88,203.56,204.84,83.50585383,17060.7138259915,204.305603062552
1383469200,203.98,204.81,203.76,204.3,40.37876048,8248.2319929135,204.271550064023
1383472800,204.3,204.41,203.63,203.99,98.28884949,20038.3424510467,203.871980952279
1383476400,203.98,204.42,203.63,203.7,177.29806787,36119.2388754371,203.720431414519
1383480000,203.71,204.98,203.71,204.45,359.57060199,73641.7153622178,204.804605700957
1383483600,204.43,204.45,203.73,203.81,101.71603812,20781.7098164758,204.311042787161
1383487200,203.81,205.0,203.81,204.31,798.9004038,163463.6603437987,204.610812018967
1383490800,204.32,205.49,204.32,205.16,913.26874511,187342.2518086575,205.133760255961
1383494400,205.16,206.47,205.16,206.47,1427.07284362,294117.1502352005,206.0982041317
1383498000,206.46,206.85,206.06,206.85,621.55227555,128401.1456328734,206.581410259103
1383501600,206.84,208.0,206.46,207.75,1806.85473841,374736.9346457178,207.397377708116
1383505200,207.75,208.0,206.5,207.5,433.57993136,89895.6450090304,207.333500715905
1383508800,207.98,208.52,207.14,208.49,269.45973761,56109.0244309631,208.227859674427
1383512400,208.5,208.97,206.33,207.2,1439.43885346,299640.5050851553,208.164802808334
1383516000,207.2,209.09,207.2,209.09,353.59753107,73857.0690043697,208.873259892045
1383519600,209.09,210.0,209.0,210.0,718.84868811,150871.8823917559,209.879888337042
1383523200,210.0,211.97,210.0,211.95,765.12861314,161514.1464582332,211.094113701222
1383526800,211.95,212.97,210.8,212.88,497.38892722,105548.3281714263,212.204820805633
1383530400,212.88,212.97,211.08,211.73,191.07553594,40661.3990832864,212.802747788993
1383534000,211.01,211.98,209.8,210.99,195.07518444,41063.9607639207,210.503252280922
1383537600,210.99,211.0,207.22,210.96,348.86388283,73155.6625608123,209.69686505628
1383541200,210.97,211.0,210.87,210.97,92.15947081,19442.7294107754,210.968327399138
1383544800,210.97,211.0,209.5,211.0,132.51676737,27907.762049262,210.597968869409
1383548400,211.0,211.99,210.8,211.99,420.19145992,88679.7567088963,211.046071059559
1383552000,211.98,212.19,211.23,211.31,237.1777044,50268.0545747807,211.942579939992
1383555600,211.31,212.97,211.12,212.97,788.93498188,167388.0468829883,212.169634668892
1383559200,212.97,214.8,212.23,214.69,1673.40466723,358149.7412091925,214.024586056665
1383562800,214.7,215.9,214.69,215.9,2263.92807317,487792.6451534918,215.462960565913
1383566400,215.9,217.67,215.3,217.64,1667.25605785,360261.0196891139,216.080198355186
1383570000,217.67,217.89,216.22,217.76,547.72420107,119095.3890645726,217.436784483715
1383573600,217.76,219.0,217.42,219.0,2059.14924761,449394.7400535094,218.242917833717
1383577200,219.0,225.47,218.99,223.04,3139.75249435,699737.8976221689,222.864031123902
1383580800,223.04,223.49,217.0,220.92,2029.03673654,445960.3343606921,219.789186824268
1383584400,221.88,225.68,221.1,224.0,1954.01317477,438077.7813161211,224.193872883015
1383588000,224.2,227.51,223.93,226.42,2420.19671369,545552.4717246552,225.416582312794
1383591600,226.42,227.63,225.01,226.1,1278.45940208,289672.5984862767,226.579426781164
1383595200,226.09,227.4,225.05,225.47,873.02747794,197012.7014670589,225.666094647938
1383598800,225.47,226.7,225.0,225.11,880.17706159,198552.9506558716,225.582964292656
1383602400,225.1,226.95,224.0,226.95,1252.82167614,282629.7078806286,225.594522559207
1383606000,226.95,230.4,226.83,226.83,2554.32863645,583588.1828418676,228.470281589505
1383609600,227.29,230.49,226.51,229.21,584.23893408,133800.838118503,229.017325470099
1383613200,228.0,230.77,226.31,230.77,387.44337712,88351.8984509816,228.0382209853
1383616800,230.77,231.75,230.27,231.3,374.8163302,86530.4374625662,230.860905703852
1383620400,231.75,231.75,228.61,229.79,409.64697636,94157.6824865627,229.850793293337
1383624000,229.75,231.25,228.62,230.7,136.35212958,31418.3973605539,230.421024279787
1383627600,230.6,231.0,226.24,228.0,688.64329554,157195.5399792984,228.268453344969
1383631200,229.36,229.65,226.0,229.3,1408.98655273,319828.3438141961,226.991764537787
1383634800,229.38,231.34,228.01,229.2,817.37742515,188098.6797558866,230.124632719539
1383638400,229.5,229.5,228.15,229.46,522.46475969,119739.3791672787,229.181733210724
1383642000,229.45,229.5,228.15,229.5,444.67557846,101937.5663990731,229.240307624051
1383645600,229.5,231.78,228.41,231.78,1720.00600907,397361.0692479671,231.023070357073
1383649200,231.77,235.0,230.1,234.57,1980.69771577,462975.6914504966,233.743739776321
1383652800,234.97,236.85,234.0,236.85,859.66448387,202226.8480431151,235.239272806455
1383656400,236.85,239.8,234.28,239.49,1897.4882486,451473.8839273656,237.93237415856
1383660000,239.49,244.0,238.03,244.0,2846.21728089,687063.2478955915,241.395220424194
1383663600,243.97,245.56,240.0,244.07,3610.86664105,877014.4770962134,242.881990468966
1383667200,244.7,247.97,243.05,247.39,3276.56484011,807092.1599789631,246.322657833277
1383670800,247.0,248.97,241.2,246.69,2152.0990223,526493.4375216136,244.641827381594
1383674400,247.84,250.79,245.7,247.8,3292.40141216,820327.198762567,249.157710761759
1383678000,247.8,250.0,244.0,244.0,1130.33803947,279360.677225263,247.147903963536
1383681600,245.18,245.18,228.63,236.45,9602.19296935,2250686.204923719,234.392936291518
1383685200,236.5,243.0,236.0,240.98,2666.00819334,636495.9599729481,238.744937679858
1383688800,241.0,243.33,239.0,243.33,979.37405018,236941.9578316362,241.932035863201
1383692400,243.33,245.0,242.11,242.9,795.13656363,194150.817412757,244.172921097238
1383696000,242.9,245.0,241.11,241.31,635.50202787,154900.0307912031,243.744353279845
1383699600,244.1,247.68,241.25,247.68,1178.26812562,289610.3811400147,245.793274758768
1383703200,247.72,250.94,246.15,250.88,1699.32214859,424188.8049598979,249.622359899131
1383706800,250.88,253.96,250.0,253.94,1661.38355693,419213.1657326267,252.327744537976
1383710400,253.94,254.08,250.03,253.85,777.28385161,196781.5536080903,253.165626946313
1383714000,253.0,254.96,246.25,246.25,2630.28451507,662576.4782699839,251.902968851395
1383717600,246.25,251.9,245.01,248.03,2510.85061526,621283.0531779155,247.43927392653
1383721200,250.49,250.49,247.2,248.5,548.96716948,136450.0786635874,248.557812287459
1383724800,248.99,254.92,247.66,254.56,1648.55949328,414657.1537297958,251.526957577241
1383728400,254.56,256.43,251.6,256.43,1227.1524367,312711.8445302787,254.82722046432
1383732000,256.43,259.85,253.53,259.01,2439.7418269,627148.4522096412,257.055252852927
1383735600,259.0,259.8,251.23,255.19,2737.63682393,698986.4716472635,255.324762414555
1383739200,255.28,257.94,255.08,256.51,504.38510831,129592.7639113963,256.932176974082
1383742800,256.51,259.97,255.07,259.0,1784.86557727,460742.0469235795,258.13823337234
1383746400,259.27,259.45,253.18,257.78,3498.02448242,898235.3768549588,256.783616400976
1383750000,257.74,261.0,250.28,255.0,4261.72778213,1095519.4718441179,257.059936215959
1383753600,255.01,258.49,253.96,257.01,1727.11964403,442608.533532756,256.269758185362
1383757200,257.02,260.5,257.01,259.02,1358.51551637,352725.9021235047,259.640687112651
1383760800,259.91,260.49,259.0,260.48,450.46325983,117024.8619110883,259.787805902866
1383764400,259.61,261.98,259.61,260.62,2234.05978571,583659.4007458143,261.255049877872
1383768000,261.4,263.0,260.03,262.75,1790.83548091,468782.866581832,261.767689762112
1383771600,262.67,265.0,261.22,263.99,1194.50387099,314816.79835585,263.554439631017
1383775200,263.99,264.0,260.51,262.84,982.73718979,257873.7176474853,262.403540159694
1383778800,261.28,264.36,261.28,263.24,544.51657869,143097.8209080154,262.797913797741
1383782400,263.24,267.79,263.24,265.05,972.0553402,258059.7256547945,265.478430067262
1383786000,265.7,271.0,264.11,268.1,896.83361236,240637.8971188582,268.319444992282
1383789600,268.11,277.9,268.1,275.99,1985.2566105,544579.271242243,274.311778317206
1383793200,275.99,277.24,272.02,274.26,615.66198851,169676.4620744675,275.600029303598
1383796800,274.22,276.83,266.0,273.8,777.21089892,211165.3731054479,271.696361179289
1383800400,273.77,275.5,271.14,275.0,754.9782218,207198.001527727,274.442355481103
1383804000,275.45,280.0,275.0,278.0,1256.94085625,349669.6011902747,278.190974103182
1383807600,279.44,286.34,276.77,286.34,2620.12685163,733234.9147844493,279.847105237786
1383811200,286.47,288.0,264.67,281.75,5630.54925804,1579921.6240967326,280.598135579886
1383814800,281.71,290.01,272.36,289.96,3289.13066907,935085.6150233581,284.295672353982
1383818400,289.98,289.99,269.0,278.99,4830.1776458,1348284.356072449,279.137633218279
1383822000,278.99,285.98,276.02,285.7,2204.40158881,620247.573350928,281.367776406728
1383825600,285.7,289.0,280.25,282.63,2347.51257364,670834.4520033639,285.763944157787
1383829200,282.63,287.99,281.5,284.46,1138.93826606,324881.2804297414,285.249244942505
1383832800,284.46,285.97,282.1,284.5,1468.90984246,417664.9136755498,284.336656752249
1383836400,284.5,290.0,284.2,289.95,2398.43952554,692569.9780372336,288.758574340666
1383840000,289.95,297.8,289.5,295.12,2639.51810671,775712.7377002105,293.8842267186
1383843600,295.12,296.77,291.13,293.5,2481.74781288,727866.6850197177,293.28793249748
1383847200,293.88,295.0,282.15,283.0,4094.29751215,1174075.3809391188,286.758687529424
